id,name,set,collector,newPrice
83fb87d8-d6f6-4cb0-aca1-49e6fcb181b1,Curious Altisaur,LCC,90,4.03
83fe992f-0441-42be-89f9-2387b4bc24ce,Part the Waterveil,BFZ,80,1.24
84008382-29b9-48a5-ba0b-ba9271569f73,Mycoloth,PC2,68,4.52
8400f1a7-ebf0-49b2-a51d-3b2056c05b61,Knight Exemplar,MOC,192,3.82
84044b4e-71ec-4ccd-b21d-cf26870509d4,Godless Shrine,PEOE,254p,10.10
8404f081-2d5f-4433-84cc-77918532eedf,Ponder,MB2,34,1.77
8404fb04-4fe2-454b-b607-d0576c8be1ff,Illusionist's Bracers,PLST,GTC-231,5.82
84056124-1a6f-4274-bee2-74cf0debddb5,Damn,LCC,191,2.91
84062ce2-fea2-4e06-b83b-7cc597fb2a1b,Rhythm of the Wild,RNA,201,4.57
8407b02f-66b3-4cfa-a3c4-105f314fd037,Need for Speed,ODY,209,9.14
8407c498-b972-49fe-b30a-a864c39ddc7a,Pest Infestation,OTP,30,1.14
840a442f-a220-408f-b670-0c73e2ffa704,"Ob Nixilis, Captive Kingpin",MAT,91,23.61
840c6586-a7a9-4ae8-96be-a995a0693eb6,Equinox,LEG,13,4.70
84127b83-e75a-4f12-92ca-46f50bb89699,Hungering Hydra,M19,189,4.50
8418acd5-ca4b-4fe8-a1f9-44b16e6dcda7,Mountain,SLD,7126,7.53
84195d0f-c206-441a-af15-b5789665f98b,Crystalline Giant,PIKO,234p,1.03
841e14a3-abb9-4a2d-a21b-273307825e02,Goro-Goro and Satoru,MOC,448,6.39
8421ad46-dc7f-4b66-800b-e41c30835300,"Okaun, Eye of Chaos // Okaun, Eye of Chaos",SLD,380★,3.36
84238335-e08c-421c-b9b9-70a679ff2967,"Morophon, the Boundless",CMM,3,7.57
8423c98d-4cb6-4a70-8bf2-3ac24c025c4e,Stitch Together,C18,119,1.97
842884e7-c16f-4e17-86e3-dd60bc6c4149,Felidar Sovereign,J25,198,1.74
842a5729-8df4-448a-a763-14a48e5b504a,Angel of the Dire Hour,C14,1,2.65
842fb0f2-8a03-4b43-be41-dbc5b6509269,Wake the Dead,C14,31,4.54
8430c66d-55ba-4fc9-9e18-0bba2e459222,Swamp,WC97,js439,1.25
84310f84-3e5f-4db8-bff1-16bef64de1a0,Dragon,TRTR,5,4.05
84336633-ee44-4919-b700-5efb41da7e87,Luxury Suite,MSC,482,19.99
84352565-558b-4f9b-a411-532147806a78,Season of the Bold,BLB,152,1.39
8435979f-4e16-4fe9-902e-b9c824c05212,Doomsday Excruciator,PDSK,94p,1.08
8435c03c-b9a2-40fa-a979-879bd120a011,"Lathliss, Dragon Queen",J22,566,1.08
8436c49c-52f2-4305-9ce3-ca0305e19ef6,Hawkeye's Shot,MSC,839,1.04
8436c720-ff96-4475-8320-d0d1e0c23f2a,Nevinyrral's Disk,2ED,267,235.00
843b35ec-7b59-4a22-8fee-2e876a02306b,Swamp // Swamp,REX,23,2.13
843cbf18-60ac-4d97-b156-874735db61c6,Wei Elite Companions,PTK,87,2.72
843ff967-a7fd-4843-bafa-074cbd3cc86d,March of the Canonized,LCC,41,1.61
8442dc20-68a2-4669-87da-076026bcff83,"Sorin, Imperious Bloodlord",INR,322,9.85
84460666-4f6b-422c-b20e-dc1651c66e15,Yellow Scarves Cavalry,PTK,125,9.17
84479779-d570-4eee-9982-f6e918b4d75b,Brainstorm,MKC,96,2.28
8447ec14-5913-4fc4-80a8-6c43f1d71e88,Wall of Swords,30A,339,20.00
844801e4-cf37-4f20-9149-b58a57b9276e,Pain Magnification,DIS,121,1.19
844e29e9-e870-4433-ad63-0ff918a3e41a,"Rowan, Scion of War",WOE,300,1.95
84506a3f-46ee-4482-9f7d-0409c2699ae4,Thought Vessel,WHO,255,2.42
84530969-e778-4624-aaad-557450f70539,Grafdigger's Cage,PM20,227p,2.84
845734da-ab03-4dbc-bb5f-96481d3b8e88,Spell Blast,LEA,79,36.82
84582d2f-7f3e-403c-9512-99cd212fa7b9,Glorious Sunrise,PVOW,200p,4.41
84590fb7-a79e-4708-bce4-bb16b1b0dd7e,Cleansing Nova,SLD,730,1.50
845c4b06-090f-4217-acb2-8900b7dab37c,Spirit of the Night,MIR,146,7.30
845e5663-2959-44ae-b4c6-d6ea41f01d6e,"Danitha, Benalia's Hope",DMU,15,1.24
846134c0-5a8d-4ccb-8451-db29b70be3f5,Haze of Rage,FUT,100,2.70
846373eb-767e-40ea-963a-30b21ced81c1,Hypnotic Specter,CED,113,48.13
846572ce-c8fd-402c-9212-8288336c75e8,Lord of Atlantis,4ED,82,5.89
84683f38-a3df-41fb-a700-e752f32c16be,Sea Serpent,30A,373,15.00
846c5d5b-af62-4e57-83b2-980f18e27b87,"Saheeli, Filigree Master",PBRO,219p,1.88
84701927-799f-4af4-85b8-389f903c5bc0,"Erebos, Bleak-Hearted",CMM,868,1.84
84722185-dffb-498e-8ce7-f50236b716f5,Forest,PTK,180,9.19
847340fb-9251-4439-b33b-f86bff507dcd,Carnival of Souls,UDS,55,12.54
8473dc6f-f413-46c1-bca3-59e3c37101c1,Liliana's Caress,PLST,M11-103,6.43
847ae75b-1c0f-4d0a-9933-9a302c88dc27,Leyline Tyrant,ZNR,147,2.23
847db6fe-2338-4153-b4a5-30a6e7a9eebb,Copper Tablet,CED,239,44.96
847de6a4-a268-492e-a4d2-5b12237bc130,Winter Orb,LEB,276,739.99
84829605-50eb-455d-a236-ebfa11e883c5,Scapeshift,MOR,136,54.09
8486f472-afad-4fdd-a57a-d20d8871b543,Swarmyard Massacre,BLC,20,4.16
8487e81a-bb02-4d5c-86bb-fe626fa91c27,"Narset, Enlightened Exile",MAT,173,11.87
848ad6d5-3a7e-4d6b-9929-36465796871f,Uncle Istvan,DRK,54,6.01
848b1a7f-e8ba-40b5-92b7-af1e963a0319,Circle of Protection: Blue,LEA,10,24.00
848c10bc-3d08-4706-ab8e-e9c84a0c0c3d,Folk Hero,CLB,608,8.75
848c1951-90fa-4f01-9aed-76f1afcd9995,Goldspan Dragon,SOC,245,5.95
848d686a-e2f7-488d-947f-a555099b74b1,Cabal Pit,ODY,315,2.05
84913a14-5452-4a10-9e67-7e7089c0ee20,Energy Field,PLST,USG-73,2.08
84920a21-ee2a-41ac-a369-347633d10371,"Homura, Human Ascendant // Homura's Essence",SOK,103,3.53
8492a272-e595-4f94-a6eb-08d29f211fd6,Engineered Explosives,5DN,118,7.29
8493131c-0a7b-4be6-a8a2-0b425f4f67fb,Counterspell,CMM,81,2.80
84964ae0-5284-483c-8372-18bb485a25b5,Undergrowth Stadium,CMM,666,12.34
849bb914-d607-4111-9c9b-3c955c555fa8,City of Brass,WC97,pm413,9.43
84a65ccf-37b6-48a3-9873-7a4cafef27cb,Hell's Caretaker,A25,92,2.20
84a76e0f-49fc-4087-8859-98f4a4deacdf,Overgrown Farmland,MID,265,3.10
84a8965c-0217-426b-8795-48c67eab4ab1,Emeritus of Ideation // Ancestral Recall,PSOS,45p,19.92
84a9485a-d356-4cbe-b257-b62008a21328,Feline Sovereign,M21,180,1.77
84abfc59-10a7-4cb5-9cdd-81797116c810,Prime Speaker Vannifar,RNA,195,1.33
84b3e8d4-3299-4f46-8935-3abe362e88d4,Morphic Tide,OPC2,3,6.26
84b66f8a-cd14-4a5e-9286-c6e88ae3766d,Chromatic Lantern,RVR,390,2.21
84b79453-bb88-4c23-8cdb-82ba57ea3bc5,Command Tower,BRC,178,2.27
84b7ef85-5751-4dd1-9cde-1cbb8097bbba,Chaos Warp,BRC,114,1.32
84b83106-a10d-469a-99eb-56110ef34ba1,The Hive,LEB,273,54.99
84baed73-7efd-4688-9658-480b1cebc6c4,Ankh of Mishra,30A,226,68.67
84c0dfa2-680e-47c5-987d-a02561d7e790,Deadly Dispute,SLD,IFIYW-1,1.10
84c27ded-a0f6-4965-8a44-e87f0972d1d8,Kodama's Reach,TDC,261,1.59
84c96b72-b0e1-4ea3-9984-5a67718d070d,Sandstorm Salvager,BIG,84,3.76
84ce5147-c418-4b11-8a78-46bd0bdced8d,Mastermind's Acquisition,PRIX,77p,3.79
84d02bf4-eefd-4916-ab5a-cc16b3e6a186,Ponder,SLD,245,7.55
84d1bcef-907c-4c3a-8b52-6e633fa19667,And They Shall Know No Fear,40K,9,10.90
84d34815-a52b-4358-bb62-a6b2e9ab9f8c,Titanoth Rex,PLST,IKO-174,2.76
84d6badc-cd73-442a-9ff2-0702eed841f2,Venerated Rotpriest,PONE,192p,2.07
84d88a33-3990-4044-a5fe-4123d5781f18,Lodestone Bauble,ALL,122,3.73
84dc2948-f185-4c3f-b80e-2bc8f47825c9,Torpor Orb,BIG,57,29.74
84dcd364-38c1-4987-a066-1c4d4533912e,"Yoshimaru, Ever Faithful",NEC,46,12.32
84e0da5b-0916-4dd6-99a2-a58e9d83bb26,Brainstorm,SLD,174,2.51
84e19975-e3e1-453b-b902-a1b1fc1d8504,Phyrexian Arena,APC,47,20.66
84e64f38-b1f3-47cd-8cfb-a4861369aca3,"Toxrill, the Corrosive",VOW,132,17.73
84e69172-956e-4ac0-b26e-0b8f35095c60,Crypt Ghast,RVR,322,14.75
84e86d8e-8d58-41e8-8c4d-b73482bcba45,Treasure Cruise,TSR,319,1.89
84e8bee2-9e3d-493c-a937-645bf3dcf0db,Transcendence,TOR,20,7.33
84e93fcb-b8cb-4f31-9ff4-d0180c40845a,Sim Han How Decklist,WC02,shh0b,3.00
84ef99c0-1a33-473a-80ff-bfe5544e7784,Rage Reflection,PLST,SHM-104,1.53
84f035e1-6c89-457b-b05f-85680a50ed91,Deflecting Swat,C20,50,64.28
84f04ba2-efae-464c-96c1-8b929288fba6,Canyon Slough,SLD,2521,1.89
84f2c8f5-8e11-4639-b7de-00e4a2cbabee,"""Ach! Hans, Run!""",UNH,116,3.63
84f71a16-915d-4b8e-8c39-cc46bcaa9de9,Abrupt Decay,OTP,34,1.25
84f7819e-9e69-4442-a0cd-d5ecbf40a0ec,Spawning Kraken,C21,360,15.44
84f89c49-7202-47ca-8453-c62c448f9908,Acquire,PIDW,16,10.35
84f8ce4c-c6fc-408c-a216-33374bbfb08d,Lion Sash,NEO,440,3.03
85004079-f9fa-4a05-904d-a77782c4165c,Rhys the Exiled,KHC,73,1.08
85018533-71bd-4e12-9cdd-a8c013e9617e,Cast into the Fire,LTR,569,3.63
8504e660-1a15-472d-8e5c-dee0c1d26c8f,Mr. Foxglove,BLC,42,1.19
850aa06c-1635-4b06-a41c-854a2629a65b,Champion of the Perished,PMID,91p,1.56
8511fb74-dd0c-492d-87f6-7d27d39d101a,Regal Caracal,J22,232,1.41
8512f2c1-6361-4b79-843f-80b6bceeeb99,Unsummon,LEA,86,52.24
851aa8f9-2666-404d-a266-c75c6eb3bb00,Deathcoil Wurm,PLST,P02-125,1.51
851c0167-04ba-4d15-b0fa-c211bd8826f1,Legolas's Quick Reflexes,LTC,493,33.62
851c729f-1c98-4962-9cc9-84872133ac02,"Ishkanah, Grafwidow",PLST,EMN-162,1.67
8521750a-95c1-4bed-817e-96dae01c2c38,"Thalia, Heretic Cathar",INR,300,1.82
8521ae08-eb46-45ff-8fc4-62d8b07cfac2,Spiritual Focus,MMQ,49,5.31
85232cbf-d907-4eb6-8f42-a451969213ca,Rebuff the Wicked,PLST,PLC-12,6.93
85232dbe-396c-427d-b736-5f010f4b80bd,Stunt Double,PLST,CN2-38,4.79
8525d2a8-3ef4-48b6-b41a-3946e721ad5a,Tamiyo's Journal,PLST,SOI-265,1.89
8526114a-4d28-48f3-b1da-37191ea77127,Green Ward,CEI,21,2.19
852db7df-0ad4-47d8-9b16-c31ea043a856,Ghostway,PLST,GPT-6,6.15
852e521b-a833-4af0-93f9-6732d382224c,Etherium Sculptor,BRC,82,1.89
85311717-07f7-4be5-902c-0df1307bf5b5,"Yorvo, Lord of Garenbrig",ELD,376,1.16
8532635e-a5f3-465d-9aac-54e1ba25f3d4,Savvy Trader,OTC,69,3.42
8534792b-96a7-45a6-b854-81066a2e5d90,Dingus Egg,7ED,292,1.40
8536e502-30c1-4107-aaec-1690cfa78ce8,Exotic Orchard,PIP,495,6.54
8536e50d-81b3-4b1d-9469-22fad35fe145,Hero of Bladehold,MOC,188,1.70
8537cb0f-4821-417b-80cc-ea57d51ee9b8,Island Fish Jasconius,ARN,16,54.16
85397a1d-1fd1-4ca1-a1fc-f32e3a063c81,Reflector Mage,SLD,1108,7.43
853adaa2-184f-460d-856c-bdb989bade61,Chivalric Alliance,MOC,98,14.11
853c9db7-504e-4dfb-8067-abd2a36f6a1a,Oswald Fiddlebender,AFR,304,1.49
853e58c2-c647-4b7a-8020-8782fa24a404,Jace's Archivist,C13,48,7.87
853fe349-1b5d-42b8-9ce4-386e1d0824fa,Priest of Gix,PLST,DDE-7,2.34
85402aef-3fb1-4e78-9103-e2e47e5f3c65,Wurmcalling,TSP,234,5.64
8542d37d-99cd-4b64-a524-94d2b2a4d9c3,Aetherflux Reservoir,PLST,KLD-192,28.31
85439d4e-9dac-4ed8-82ca-b9631b41dfb4,Shelldock Isle,PLST,LRW-272,2.88
8549b26f-f1fb-42d2-b20d-987e6461d191,Rampant Frogantua,M3C,66,1.13
854c29a0-b7ea-433f-b342-a3228de0e092,Titania's Command,BRO,349,1.21
854dc5e6-63f7-4c8b-83e5-a364f41c9a15,Mana Severance,TMP,73,4.19
855a58dc-f5fc-4940-80f4-e6e1eb48c4db,"Hawkeye, Avenging Archer",MSC,405,2.90
8567a329-9e3a-4c3d-b74d-2a2d2d4c8c41,Goblin Warchief,J22,548,2.42
856be1dd-a20b-49c2-be9d-7db76c7efd8b,Golgothian Sylex,ATQ,51,26.01
856bf0ba-e5a5-47eb-9a6a-111935088c31,Tropical Island,2ED,284,1049.99
857534fb-75e4-47a2-8f36-f6dcf8976ad9,Star of Extinction,PLST,XLN-161,1.18
857bfb0e-17dc-4dda-bc37-3df927a9eae6,Untimely Malfunction,DSK,161,7.75
857c2b6c-cfdf-4c88-a334-2937cb7db603,Tempting Wurm,ONS,291,9.61
85858fe0-dba3-49f7-9467-0aa68797bac4,Angel of Serenity,CM2,16,1.15
8587372d-48d1-4c5e-9e36-28838986536f,Swamp,CEI,296,5.63
85883197-fd55-4e82-862f-87be4f789493,Forked Lightning,POR,130,1.38
858aa831-b491-4f1e-bb56-33eeca14771d,Possibility Storm,DGM,34,2.78
858b11a2-fd89-4ed5-bd7c-6026fe32d854,"Etrata, Deadly Fugitive",PMKM,200p,1.18
858e0b83-7927-4e34-ae25-6ad7a787ad97,Sol Ring,SLD,1494,78.86
8599b714-21a2-4d57-9193-eb3bd8aad035,Roar of Resistance,ONC,53,2.75
859aab70-8192-414c-839b-dd0fbcbd8bf1,"Kalitas, Bloodchief of Ghet",ZEN,99,6.81
859d2ff4-8b8c-410b-8636-7e6a539fd291,Ocelot Pride,MH3,394,51.65
859e34b4-6762-465f-a5c7-24e42e112fbe,Iridescent Vinelasher,BLB,359,2.23
85a2097d-5acb-46d5-ac07-021fa9da4026,Sulfurous Springs,5ED,424,4.28
85a9c5c4-47d1-4b87-8cbd-2212ee6c5887,True Believer,10E,53,1.92
85ae1a74-cbff-4d36-bfee-d1b6494114b4,Monumental Henge,MH3,354,1.01
85af39f5-8207-4fc5-a956-1ee2799ac374,"Iroh, Grand Lotus",TLA,349,3.20
85b46861-2458-471a-ae03-cfee1d4f49dc,Ascendant Packleader,PVOW,186p,1.30
85b56d67-a3f1-4f66-820e-4b354453b091,Giver of Runes,SLD,1463,15.97
85b84c4c-465d-4d8d-8d38-2ed08a9213b3,Cori Mountain Monastery,TDM,393,1.44
85bb785b-c91c-4ae0-9775-bee39ec132eb,Static Orb,WC01,ab319,5.73
85bf7c95-4534-435b-bb25-f39340ecf9be,Folk Hero,MSC,132,7.65
85c18d01-62cd-45c2-94b8-a63a4239311d,"Auntie Blyte, Bad Influence",J22,30,8.95
85c31032-e18a-435e-b027-b20590831b66,Trace of Abundance,SLD,1849,1.29
85c3cd03-bcf7-452b-bf0c-ff24f06a4f8f,Octopus Umbra,PLST,C18-11,2.45
85c45df6-a4c0-4639-98ab-51533a758c9b,Damning Verdict,NCC,116,13.44
85c4b837-1557-4dda-a324-9646ce702dfd,The Skullspore Nexus,LCI,340,9.57
85c6af5c-6a64-44ab-a316-0d500a9aa833,Throat Slitter,PLST,BOK-88,3.12
85c9b363-4883-4ce9-96cc-c786ab3f618a,Spirited Companion,SLD,896,16.91
85cb40e3-c3ed-4b3f-88ad-6f1305297c6f,Syphon Sliver,M14,117,6.82
85d207ac-0680-47ef-85d9-4323c1321d6f,Kodama's Reach,CHK,225,1.81
85d22d5d-3875-42ff-b51e-c6e21db201f5,Generous Ent,LTR,169,3.22
85d36199-9f53-4d5f-94e6-a98505e9a1a5,Arcane Adaptation,PXLN,46p,5.57
85d4caf8-06cf-4320-a744-988a551d23e5,"Xanathar, Guild Kingpin",AFR,391,2.80
85d53c12-2e7c-4b71-b2b5-3abfbd26b4b9,Ensnared by the Mara,WHO,384,11.73
85d6e48e-3d26-4915-9739-25edbd80bdf1,Selvala's Stampede,CN2,71,2.80
85df6b6a-2dcf-4828-a4a8-e07d52e1fddd,Inspiring Vantage,OTJ,269,1.51
85e61a72-5184-417d-8cda-f6b723ba00c4,Origin of Iron Man,MSC,633,3.05
85e829e3-0b23-4f3f-a370-edeabe543644,The Pride of Hull Clade,PMKM,172p,3.92
85ea185a-7b38-49f3-be73-be8180fb6295,Rhox Faithmender,M13,29,3.45
85eaf5e7-77dc-4842-a70c-ce4ac7f724df,"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",FIN,115,31.98
85edf6f9-b863-41e2-bb51-857ea2798090,Chance for Glory,GRN,159,1.85
85f0efc3-556f-4a8e-8068-286361720543,Master of Ceremonies,NCC,119,17.36
85f3eef1-01da-4614-8127-9da3c65a2eec,Conspicuous Snoop,PM21,139p,4.96
85f4d77d-e0de-48fe-899b-5718cee779e2,Pawn of Ulamog,ROE,122,3.82
85f50d1d-5694-4701-9755-a9d1e6dfae29,Soot Imp,EVE,43,1.73
85f99ec3-5ab9-43a6-ae92-2501f04d6b6c,"Vaevictis Asmadi, the Dire",PLST,M19-225,1.82
85f9e977-f718-41b2-b30b-77a9a17e9733,Insect,TSOM,4,1.23
85fb2d7f-0ae4-47cd-a930-ba46757a2430,Windborn Muse,SLD,2687,17.84
85fe379d-c188-4cad-a0ca-74fa5811aac6,Woodland Cemetery,OTC,341,1.04
85fe9de5-3b0d-47ed-9302-ef58972592b7,Heartless Hidetsugu,SLD,262,14.59
85ff941e-dec2-49db-a346-977359ac10cb,Swamp,CED,295,5.37
86029eaa-b5d3-40ba-8eba-6e6002ea4325,"Eladamri, Korvecdal",MH3,369,9.32
86067dfe-65c3-4c96-bccd-b3915d6663f9,Contamination,USG,123,16.84
860a9ba3-e4c4-4af9-bdfe-1ada39289fd5,Conch Horn,FEM,83,3.22
860b8633-1bfc-426a-8666-5e6a584d4525,Retribution of the Meek,VIS,19,8.68
860f46ea-6fd0-456d-971d-8d1eccc7fa60,Mortuary,STH,66,22.28
86118251-416c-4fe8-a0bd-d3e61079655b,Rancor,PLST,A25-186,1.38
86123ab7-ee60-4ef2-8467-1ad420213eb1,"Maarika, Brutal Gladiator",SLX,15,2.82
8613f27f-fc9e-4efc-93f9-3dc644e6b692,The Dawning Archaic,PSOS,1p,3.24
86142f1e-dd75-4c46-a58d-9386b69a9a1f,Dungeon Delver,SLD,7103,1.64
8614579a-0a82-4329-8066-2d9cdf87d691,History of Benalia,PDOM,21p,3.90
8616629e-08f9-41ad-bfec-f86c8096f1cb,Enduring Curiosity,DSK,51,6.43
861b5889-0183-4bee-afeb-a4b2aa700a8e,Smothering Tithe,CMM,57,61.01
861caabb-0573-4e94-8b03-342f90465064,Blooming Marsh,OTJ,266,2.38
861dc1a5-4e84-47bc-83a2-f289804086d8,Starfield of Nyx,ORI,33,15.11
861e1a44-459c-457b-b3f9-1e4e05d4221b,Sunglasses of Urza,CED,272,4.85
861e757c-a859-4fb1-881d-ba24f48dab68,Web,CED,229,1.90
8625b50d-474d-46dd-af84-0b267ed5fab3,Blank Card,WC04,00,2.20
8625f32b-0453-4fa6-ba1a-7e64a0541a17,"Nissa, Voice of Zendikar",POGW,138p,5.58
862d38d1-e3d0-47e1-a535-ff445b1c55c6,Blackblade Reforged,DOM,211,2.95
862e9b05-209d-47d6-8692-ec0cb5f19e25,"Goro-Goro, Disciple of Ryusei",NEO,320,2.86
86317339-5a39-41eb-8aee-5ea926da8cd4,"Reki, the History of Kamigawa",SOK,142,13.23
8635dea0-985a-4c02-a02b-8b08d96fb2dd,1999 World Championships Ad,WC99,0,1.98
8637d263-5d7e-45bc-aad3-d97f57e6898e,Angelic Arbiter,JMP,86,4.94
863d238b-703c-43fa-b17f-0872f6bf75fe,"Sidisi, Undead Vizier",PLST,DTK-120,12.77
863dc1bd-8554-42ba-8d49-d99ea969103d,"Jill, Shiva's Dominant // Shiva, Warden of Ice",FIN,438,2.77
863e0861-7934-4141-9ef5-120339ac83a5,Return of the Wildspeaker,CLB,831,1.82
863ed552-dc6d-4910-b188-3cefc3ebf0ed,The Gaffer,LTC,12,7.00
863f701f-fba2-48db-95ef-0926986cdac9,Child of Alara,CON,101,2.26
86458929-ea21-4de8-84d8-a07398ed3bc0,"Calix, Destiny's Hand",THB,211,1.12
8645bf0c-631f-4003-bd24-3e069ae23513,Rise of the Dark Realms,FDN,183,7.14
864930ce-7c56-4ad2-9b90-57b10e5a0842,Mesmeric Fiend,A25,97,1.54
864d028f-b57f-4f68-9694-c5a2bd7295b9,"Jeska, Thrice Reborn",SLD,1201,32.71
864d116e-5be0-45af-a092-3979d14ec4fb,"Chandra, Spark Hunter",PDFT,116p,5.27
864f14e8-aba7-4995-908d-6ef613cc94c7,River's Rebuke,PXLN,71p,4.62
86528590-6ff1-4dfa-adf2-6de05ff7b89c,"Valki, God of Lies // Tibalt, Cosmic Impostor",KHM,286,4.59
8652e3a1-bcd4-4c0c-a085-34f19702df26,Pernicious Deed,A25,212,3.61
8659789c-6a2c-439f-a348-b9b1b06c55b8,"Dragonhawk, Fate's Tempest",BLB,132,5.51
865ac36f-4c61-468b-a2ed-ed2d1bbbf4e3,Malakir Bloodwitch,ZEN,100,6.08
865bb1d3-5b7d-40e9-87cc-96be9524a105,Lava Dart,JUD,94,3.24
865e5cdd-566c-4bed-a392-583b71ec2718,Stormscape Familiar,TSB,32,2.13
866400d8-c94b-4b1a-ba5a-20f9d92476db,"Ardbert, Warrior of Darkness",FIC,164,2.48
86696972-724e-4f01-a658-caf8f465a37c,"Lynde, Cheerful Tormentor",MIC,76,3.89
867124fc-c8e4-4e0e-be41-b74a6bb34e86,Mantle of the Ancients,AFC,8,9.50
8673ccb2-e960-44a9-917b-c53c91e61a94,"Elesh Norn, Mother of Machines",ONE,415,84.94
8673e184-2b58-44ef-bb68-bd3d139ed0ba,Plains,SLD,359,9.43
8676d164-c76e-402b-a649-6ded3f549b6e,Doubling Season,2XM,164,36.34
86798d03-9f2d-46bd-a660-13c8dd5535ce,Sanctum of Ugin,BFZ,242,2.14
867b1839-1632-45e1-99fa-a85e65003414,Relentless Assault,MB2,132,2.19
867b32d2-e396-411d-ac02-1af4106dd3d2,Overwhelming Splendor,HOU,19,6.94
867b4e3d-e175-4d6b-868a-87b3d6f61b07,"Jurin, Leading the Charge",SLX,27,2.17
867c8386-c317-4131-83d1-a8bdfb746380,Tainted Isle,MKC,300,3.55
86804429-ae19-497c-a256-7906b0a06cc2,Mogg Fanatic,ATH,44,2.28
868256bb-d4e2-42eb-a43a-360148aec06f,Stalwart Shield-Bearers,ROE,46,1.52
8683a978-1bef-4b01-9361-56b1fc157d26,Courser of Kruphix,A25,164,2.26
86881c5f-df5e-4f50-b554-e4c49d5316f9,Vecna,TAFR,8,2.71
868856b7-8875-43c1-8249-0f8fb2c8319b,"Anim Pakal, Thousandth Moon",LCI,223,4.75
868b63ee-d97b-4297-a6ac-f36fd29cf6ff,Seat of the Synod,WC04,mb283,2.33
86901bf2-7722-43f8-b879-7a30630371fa,Yawgmoth's Bargain,UDS,75,19.11
8690cbcc-f8fd-41f7-9e28-e61c12b04014,"Yawgmoth, Thran Physician",MH1,116,34.26
869118c9-1ebb-42a5-8020-d043ec653241,"Freyalise, Llanowar's Fury",CC1,1,4.69
8693d631-05f6-414d-9e49-6385746e8960,"Taigam, Master Opportunist",TDM,60,1.18
86956f26-3761-4841-a9b5-f8205bf01f19,Heat Shimmer,2XM,130,7.50
8698c46b-2628-4482-88f9-e37a01ade274,Elvish Guidance,ONS,255,1.08
86999e06-62a3-4878-8db0-dc36b52d9794,Starnheim Unleashed,KHM,294,1.66
869ec7dc-dbf5-4ed4-a368-328da384ecae,City of Brass,2X2,403,30.80
86a27d68-3e58-4ade-976d-36381beed451,The Abyss,LEG,120,686.35
86b97d7d-6a72-4663-8b09-bef306485ed6,Nature's Cloak,S99,135,6.93
86bd8e47-2154-45ae-9d88-c27c46098e70,Fabled Passage,MSC,471,4.60
86bf43b1-8d4e-4759-bb2d-0b2e03ba7012,Static Orb,7ED,319,15.10
86c03b3c-5140-4577-a1aa-952986223a82,Screams from Within,DST,52,2.84
86c1b227-bd1a-45f6-9ef0-308c35235de8,Jayemdae Tome,CED,255,37.53
86c499a6-1f5e-4f13-8d7d-bc7ca65910eb,Birthing Pod,SLD,2349,16.18
86c5c337-d25f-4c3e-9762-09ed0c2d36d7,"Niv-Mizzet, Parun",OTC,235,6.84
86c63e02-41a8-4915-9e0d-fbabd916dbe7,Primal Vigor,WOT,59,12.55
86c7d6e7-f415-4826-a7b3-a379349619be,Overcharged Amalgam,PVOW,71p,1.07
86d03419-0e21-4a3f-a56b-a05fd37a5a80,The Gaffer,LTC,414,13.40
86d22eed-f017-42d9-9433-efec7c39830c,Kodama's Reach,C16,155,1.68
86d45201-7a94-4903-9e89-90f2be7a2f5d,"Everett K. Ross, Hapless Attaché",MSC,303,4.76
86d6b411-4a31-4bfc-8dd6-e19f553bb29b,Rancor,2X2,156,1.67
86dea2dc-7e94-41e6-a0ef-81aaa10aaf8c,Boompile,PLST,C16-52,1.36
86dfb33e-761d-420f-8202-c1a714ff0832,Augur of Autumn,MID,360,2.53
86e072aa-4234-416d-b83e-cdc4f511a6d9,Etherium Sculptor,C16,89,2.39
86e30ca4-1769-4686-aa18-31610246cd80,Grand Abolisher,CMM,27,17.33
86e3be43-2bbd-48a5-9a9e-05f15a929dc3,Abyssal Persecutor,LTC,525,31.29
86ec6360-d69d-41b8-bfca-2c1a3aea2272,Berserk,SLD,1003,15.34
86ecc098-aa2b-4bae-80d5-4d02128ef837,Head Games,ONS,155,5.12
86f2c423-1694-466e-9a7d-4ec99e53578d,Last Chance,POR,136,10.39
86f54b82-0168-421e-bcde-d13d48b7d9ff,"Esika, God of the Tree // The Prismatic Bridge",SLD,1208,18.08
86f670f9-c5b7-4eb0-a7d0-d16513fadf74,Kaalia of the Vast,2XM,354,34.98
86f6f3e9-b594-49da-b0af-75a672590da1,Phyrexian Delver,MOC,263,1.37
86f785a4-8f2f-4a1c-99a1-094d389eeeee,The Stasis Coffin,PBRO,245p,2.50
86f97dd8-8647-4938-aee0-690bb715f88b,"Gorma, the Gullet",SOC,3,3.41
86fd126f-7672-4d83-93df-c61184d2fcf4,"Cloud, Midgar Mercenary",FIN,427,29.41
86fdfb7b-1bcf-485a-be70-0130fc1fceef,Power Leak,LEB,72,5.20
86ff49dd-9845-459e-baaf-f65126ccb648,Prahv,OPCA,64,3.26
8700b3a6-327b-4dc0-aa8d-434ca971a7b9,Goldvein Hydra,OTJ,341,11.95
8701c6ea-b919-420b-8d34-92be330cdc38,Prairie Stream,PBFZ,241p,1.76
